Make,Model,Configuration,Rating,Price,Registered,Kilometers,Fuel,Consumption,Tax,Power,Transmission,TowCapacity,PriceNew,Trunk,Width,Length,Height
VW,Golf VII,"1,6 TDi 105 Comfortline DSG BMT 5d",4.6,74.500 kr.,1/2013,315.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,105 hk/250 nm,Automatisk,1.500 kg,322.999 kr.,-,180 cm,,
Kia,Niro,"1,6 PHEV Advance+ DCT 5d",4.5,164.900 kr.,5/2020,75.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,304.918 kr.,324 liter,181 cm,436 cm,154 cm
Mercedes,GLA250 e,"1,3 Progressive aut. 5d",4.9,299.900 kr.,1/2021,94.000 km,Plug-in hybrid Benzin,"(NEDC) 31,4 km/l",1.160 kr. / år,218 hk/450 nm,Automatisk,1.800 kg,-,385 liter,183 cm,441 cm,161 cm
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,189.500 kr.,12/2020,116.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,326.009 kr.,411 liter,188 cm,461 cm,166 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",·,219.900 kr.,7/2020,56.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Audi,Q3,45 TFSi e Attitude+ S-tr. 5d,4.5,299.900 kr.,7/2021,42.000 km,Plug-in hybrid Benzin,"(NEDC) 34,8 km/l",840 kr. / år,245 hk/400 nm,Automatisk,1.400 kg,375.808 kr.,530 liter,185 cm,448 cm,162 cm
Cupra,Formentor,"1,4 eHybrid DSG 5d",4.7,244.800 kr.,5/2021,55.000 km,Plug-in hybrid Benzin,"(WLTP) 33,6 km/l",980 kr. / år,204 hk/350 nm,Automatisk,1.000 kg,325.810 kr.,345 liter,184 cm,445 cm,151 cm
VW,Tiguan,"1,4 eHybrid Elegance DSG 5d",4.5,279.900 kr.,5/2021,123.000 km,Plug-in hybrid Benzin,"(WLTP) 58,8 km/l",1.080 kr. / år,245 hk/400 nm,Automatisk,1.800 kg,395.815 kr.,476 liter,184 cm,451 cm,167 cm
Renault,Grand Scenic IV,"1,5 dCi 110 Zen 7prs 5d",4.3,174.800 kr.,7/2017,75.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.850 kg,-,-,187 cm,,
Peugeot,208,"1,5 BlueHDi 100 Privé 5d",4.2,89.900 kr.,10/2019,107.000 km,Diesel,"(NEDC) 33,3 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,144.010 kr.,285 liter,174 cm,,
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",·,234.900 kr.,8/2020,41.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,326.009 kr.,411 liter,188 cm,461 cm,166 cm
Peugeot,308,"1,6 BlueHDi 120 Style 5d",4.3,84.900 kr.,1/2016,154.000 km,Diesel,"(NEDC) 32,3 km/l",240 kr. / år,120 hk/300 nm,Manuel,1.400 kg,266.993 kr.,-,180 cm,,
Peugeot,3008,"1,6 Hybrid Allure Pack EAT8 5d",4.4,178.900 kr.,5/2021,98.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,335.809 kr.,395 liter,184 cm,445 cm,162 cm
Mercedes,A250 e,"1,3 Advantage aut. 5d",4.5,289.900 kr.,6/2021,29.000 km,Plug-in hybrid Benzin,"(NEDC) 35,8 km/l",1.080 kr. / år,218 hk/450 nm,Automatisk,1.600 kg,-,310 liter,180 cm,453 cm,144 cm
Opel,Corsa,"1,3 CDTi 95 Cosmo 5d",4.1,69.999 kr.,5/2015,112.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,95 hk/190 nm,Manuel,1.150 kg,-,-,174 cm,,
Audi,A3,40 TFSi e S-line Sportback S-tr. 5d,4.5,235.000 kr.,11/2020,84.000 km,Plug-in hybrid Benzin,"(NEDC) 36,5 km/l",1.040 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,368.411 kr.,280 liter,182 cm,434 cm,145 cm
Mitsubishi,Outlander,"2,4 PHEV Instyle CVT 4WD 5d",4.1,194.900 kr.,9/2019,85.000 km,Plug-in hybrid Benzin,"(NEDC) 31,4 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,476.016 kr.,498 liter,180 cm,470 cm,170 cm
Seat,Leon,"1,6 TDi 110 Style ST DSG 5d",4.4,89.800 kr.,2/2016,204.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.500 kg,269.400 kr.,-,182 cm,,
Ford,Focus,"1,5 TDCi 120 Titanium aut. 5d",4.3,67.900 kr.,5/2016,234.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/270 nm,Automatisk,1.200 kg,311.668 kr.,-,182 cm,,
Skoda,Superb,"1,4 TSi iV Style Combi DSG 5d",4.6,263.500 kr.,11/2020,70.000 km,Plug-in hybrid Benzin,"(WLTP) 36,3 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,-,510 liter,186 cm,486 cm,151 cm
Peugeot,208,"1,5 BlueHDi 100 Allure Sky 5d",4.2,79.900 kr.,9/2019,125.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/250 nm,Manuel,1.150 kg,185.909 kr.,309 liter,175 cm,,
Mercedes,A250 e,"1,3 AMG Line aut. 5d",·,259.900 kr.,10/2021,63.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,218 hk/450 nm,Automatisk,1.600 kg,-,310 liter,180 cm,453 cm,144 cm
VW,Passat,"1,4 GTE+ Pro Variant DSG 5d",4.3,299.900 kr.,2/2021,36.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,381.403 kr.,483 liter,183 cm,477 cm,152 cm
Audi,A3,"1,6 TDi 116 Sportback S-tr. 5d",4.5,157.900 kr.,6/2017,117.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,116 hk/250 nm,Automatisk,1.500 kg,303.210 kr.,380 liter,179 cm,,
Skoda,Octavia,"1,4 TSi iV Style Combi DSG 5d",4.5,229.800 kr.,2/2021,83.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,-,490 liter,183 cm,469 cm,150 cm
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",·,189.800 kr.,2/2021,55.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Volvo,XC40,"1,5 T5 ReCharge Inscription aut. 5d",·,284.900 kr.,1/2021,71.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,262 hk/425 nm,Automatisk,1.800 kg,573.003 kr.,405 liter,186 cm,443 cm,166 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,219.900 kr.,12/2020,58.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Kia,Niro,"1,6 PHEV Premium DCT 5d",4.5,139.800 kr.,12/2018,128.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,334.918 kr.,324 liter,181 cm,436 cm,154 cm
Peugeot,308,"1,6 BlueHDi 120 Style Sky SW EAT6 5d",4.3,114.900 kr.,5/2017,121.900 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.200 kg,-,-,186 cm,,
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,214.900 kr.,6/2021,71.500 km,Plug-in hybrid Benzin,"(NEDC) 45,1 km/l",940 kr. / år,204 hk/-,Automatisk,1.500 kg,338.295 kr.,490 liter,183 cm,469 cm,150 cm
Citroën,C5 Aircross,"1,6 Hybrid Shine Sport EAT8 5d",4.5,182.900 kr.,3/2021,108.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/320 nm,Automatisk,1.300 kg,370.173 kr.,460 liter,186 cm,450 cm,169 cm
Mercedes,A250 e,"1,3 AMG Line aut. 5d",4.5,254.995 kr.,11/2020,79.000 km,Plug-in hybrid Benzin,"(NEDC) 36,7 km/l",1.040 kr. / år,218 hk/450 nm,Automatisk,1.600 kg,-,310 liter,180 cm,453 cm,144 cm
Volvo,V40,"2,0 D2 120 Momentum aut. 5d",4.3,119.400 kr.,5/2017,187.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,120 hk/280 nm,Automatisk,1.500 kg,366.000 kr.,-,180 cm,,
Renault,Kadjar,"1,5 dCi 110 Zen EDC 5d",4.4,124.800 kr.,5/2016,112.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Automatisk,1.450 kg,344.800 kr.,-,184 cm,,
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,234.800 kr.,2/2021,31.000 km,Plug-in hybrid Benzin,"(NEDC) 50,2 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Seat,Leon,"1,6 TDi 110 Style ST DSG 5d",4.4,109.990 kr.,8/2015,199.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.500 kg,302.902 kr.,-,182 cm,,
Mercedes,A180,"1,5 CDi Urban 5d",4.6,84.900 kr.,10/2012,250.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,109 hk/260 nm,Manuel,1.200 kg,-,-,178 cm,429 cm,143 cm
Kia,Ceed,"1,6 PHEV Prestige SW DCT 5d",4.3,199.900 kr.,11/2021,22.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,285.720 kr.,437 liter,180 cm,161 cm,147 cm
Skoda,Octavia,"1,4 TSi iV Style DSG 5d",·,199.800 kr.,5/2021,76.000 km,Plug-in hybrid Benzin,"(WLTP) 100,0 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,-,450 liter,183 cm,469 cm,149 cm
Ford,Focus,"1,5 TDCi 120 ST-Line stc. 5d",4.3,109.900 kr.,8/2017,114.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/270 nm,Manuel,1.200 kg,254.110 kr.,-,182 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,204.900 kr.,8/2020,68.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Opel,Grandland X,"1,6 Hybrid Ultimate aut. 5d",4.4,179.900 kr.,4/2021,94.500 km,Plug-in hybrid Benzin,"(NEDC) 38,9 km/l",1.040 kr. / år,224 hk/360 nm,Automatisk,1.250 kg,314.648 kr.,390 liter,186 cm,448 cm,161 cm
Peugeot,508,"1,6 Hybrid Allure Pack EAT8 5d",4.4,179.900 kr.,9/2020,56.000 km,Plug-in hybrid Benzin,"(NEDC) 42,0 km/l",980 kr. / år,225 hk/360 nm,Automatisk,1.330 kg,357.235 kr.,487 liter,196 cm,475 cm,140 cm
Peugeot,208,"1,2 PureTech 100 Active+ 5d",4.2,119.900 kr.,5/2020,72.500 km,Benzin,"(NEDC) 26,2 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,168.412 kr.,309 liter,177 cm,,
BMW,330e,"2,0 Touring Sport Line aut. 5d",4.8,299.800 kr.,6/2021,109.000 km,Plug-in hybrid Benzin,"(NEDC) 37,7 km/l",1.040 kr. / år,292 hk/420 nm,Automatisk,1.500 kg,467.257 kr.,410 liter,183 cm,471 cm,144 cm
Ford,Kuga,"2,5 PHEV Titanium CVT 5d",4.4,208.800 kr.,6/2020,49.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,282.010 kr.,411 liter,188 cm,461 cm,166 cm
Peugeot,3008,"1,6 Hybrid Allure Pack EAT8 5d",4.4,204.900 kr.,9/2021,66.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,335.809 kr.,395 liter,184 cm,445 cm,162 cm
Peugeot,208,"1,5 BlueHDi 100 Prestige Sky 5d",4.2,76.900 kr.,7/2019,135.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,-,285 liter,174 cm,,
Hyundai,Tucson,"1,6 PHEV Advanced aut. 4WD 5d",4.2,269.700 kr.,8/2021,54.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,375.815 kr.,558 liter,187 cm,450 cm,165 cm
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,169.900 kr.,8/2018,65.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,364.997 kr.,440 liter,186 cm,486 cm,147 cm
BMW,330e,"2,0 Touring Sport Line aut. 5d",4.8,284.980 kr.,10/2020,105.000 km,Plug-in hybrid Benzin,"(NEDC) 37,8 km/l",1.040 kr. / år,292 hk/420 nm,Automatisk,1.500 kg,534.069 kr.,410 liter,183 cm,471 cm,144 cm
Peugeot,208,"1,5 BlueHDi 100 Prestige Sky 5d",4.2,84.900 kr.,9/2019,122.000 km,Diesel,"(NEDC) 33,3 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,-,285 liter,174 cm,,
Mitsubishi,Outlander,"2,4 PHEV Invite+ CVT 4WD 5d",4.1,189.900 kr.,1/2020,99.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,295.914 kr.,498 liter,180 cm,470 cm,170 cm
Peugeot,208,"1,5 BlueHDi 100 Prestige 5d",4.2,104.500 kr.,7/2019,53.000 km,Diesel,"(NEDC) 33,3 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,146.010 kr.,285 liter,174 cm,,
Skoda,Superb,"1,4 TSi iV Combi DSG 5d",4.6,284.900 kr.,12/2020,31.000 km,Plug-in hybrid Benzin,"(NEDC) 37,9 km/l",1.040 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,413.414 kr.,510 liter,186 cm,486 cm,151 cm
Hyundai,i30,"1,6 CRDi 110 Go! CW 5d",4.4,84.900 kr.,7/2016,163.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/280 nm,Manuel,1.500 kg,-,-,178 cm,,
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,211.995 kr.,6/2021,94.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,335.814 kr.,490 liter,183 cm,469 cm,150 cm
Ford,Fiesta,"1,0 EcoBoost mHEV Titanium 5d",4.2,149.900 kr.,11/2020,70.400 km,Benzin,"(NEDC) 27,5 km/l",1.260 kr. / år,125 hk/210 nm,Manuel,1.000 kg,169.042 kr.,303 liter,173 cm,,
Kia,Ceed,"1,6 PHEV Prestige SW DCT 5d",4.3,184.900 kr.,9/2021,51.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,285.720 kr.,437 liter,180 cm,161 cm,147 cm
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,264.800 kr.,6/2021,59.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",980 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
Citroën,C3,"1,6 BlueHDi 100 Attraction 5d",4.1,69.900 kr.,4/2016,87.000 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,-,-,173 cm,,
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,219.900 kr.,11/2020,69.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Peugeot,508,"1,6 BlueHDi 120 Desire Sky SW 5d",4.4,74.800 kr.,9/2016,219.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.375 kg,-,-,185 cm,,
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,144.800 kr.,10/2019,132.000 km,Plug-in hybrid Benzin,"(NEDC) 38,6 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,346.018 kr.,440 liter,186 cm,486 cm,147 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,189.990 kr.,3/2021,71.218 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,129.900 kr.,8/2018,84.000 km,Plug-in hybrid Benzin,"(NEDC) 42,1 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.581 kr.,324 liter,180 cm,435 cm,153 cm
Kia,Niro,"1,6 PHEV Comfort DCT 5d",4.5,159.800 kr.,1/2020,99.000 km,Plug-in hybrid Benzin,"(NEDC) 44,2 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,259.920 kr.,324 liter,181 cm,436 cm,154 cm
Ford,Focus,"1,5 TDCi 120 Titanium stc. 5d",4.3,79.900 kr.,7/2017,200.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/270 nm,Manuel,1.200 kg,302.188 kr.,-,182 cm,,
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,222.900 kr.,11/2020,79.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,415.912 kr.,483 liter,183 cm,477 cm,152 cm
Ford,Kuga,"2,5 PHEV Titanium X CVT 5d",4.4,179.795 kr.,7/2020,98.000 km,Plug-in hybrid Benzin,"(NEDC) 100,0 km/l",840 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Skoda,Superb,"1,4 TSi iV Plus Combi DSG 5d",4.6,245.000 kr.,10/2021,112.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,410.824 kr.,510 liter,186 cm,486 cm,151 cm
Mitsubishi,Outlander,"2,4 PHEV Inform+ CVT 4WD 5d",4.1,164.900 kr.,7/2020,147.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,-,498 liter,180 cm,470 cm,170 cm
Peugeot,3008,"1,6 Hybrid First Selection EAT8 5d",4.4,183.900 kr.,2/2021,93.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,340.907 kr.,395 liter,184 cm,445 cm,162 cm
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,184.800 kr.,8/2018,90.000 km,Plug-in hybrid Benzin,"(NEDC) 31,6 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,449.193 kr.,483 liter,183 cm,477 cm,148 cm
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,154.900 kr.,2/2019,149.000 km,Plug-in hybrid Benzin,"(NEDC) 31,4 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,416.016 kr.,498 liter,180 cm,470 cm,170 cm
Cupra,Formentor,"1,4 eHybrid VZ DSG 5d",4.7,284.900 kr.,9/2021,70.000 km,Plug-in hybrid Benzin,"(WLTP) 66,6 km/l",840 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,360.811 kr.,345 liter,184 cm,445 cm,151 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,228.800 kr.,5/2021,89.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
Ford,Focus,"1,5 TDCi 120 Titanium stc. 5d",4.3,61.900 kr.,12/2015,220.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/270 nm,Manuel,1.200 kg,288.908 kr.,-,182 cm,,
VW,Golf VIII,"1,4 eHybrid DSG 5d",·,224.800 kr.,8/2021,77.500 km,Plug-in hybrid Benzin,"(NEDC) 47,7 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",·,144.900 kr.,4/2019,82.174 km,Plug-in hybrid Benzin,"(NEDC) 44,2 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,289.276 kr.,324 liter,181 cm,436 cm,154 cm
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,249.800 kr.,5/2021,71.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
Mercedes,A180 d,"1,5 Business 5d",·,114.900 kr.,11/2016,176.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,109 hk/260 nm,Manuel,1.200 kg,-,-,178 cm,,
Mercedes,A180,"1,5 CDi Urban 5d",4.6,94.900 kr.,3/2013,217.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,109 hk/260 nm,Manuel,1.200 kg,-,-,178 cm,,
Kia,XCeed,"1,6 PHEV Upgrade DCT 5d",4.5,169.900 kr.,12/2021,71.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,270.718 kr.,291 liter,183 cm,440 cm,149 cm
Peugeot,508,"1,6 Hybrid Allure EAT8 5d",4.4,172.995 kr.,3/2021,85.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",980 kr. / år,225 hk/360 nm,Automatisk,1.340 kg,-,487 liter,196 cm,475 cm,140 cm
Mitsubishi,Outlander,"2,4 PHEV Inform+ CVT 4WD 5d",4.1,185.000 kr.,8/2020,103.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,-,498 liter,180 cm,470 cm,170 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,134.700 kr.,5/2019,142.000 km,Plug-in hybrid Benzin,"(NEDC) 44,2 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,289.276 kr.,324 liter,181 cm,436 cm,154 cm
Seat,Leon,"1,4 eHybrid FR Sportstourer DSG 5d",4.4,194.900 kr.,2/2021,77.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,295.810 kr.,470 liter,180 cm,464 cm,146 cm
Ford,Focus,"1,0 EcoBoost ST-Line 5d",4.3,149.900 kr.,6/2020,62.000 km,Benzin,"(WLTP) 17,3 km/l",1.260 kr. / år,125 hk/170 nm,Manuel,1.100 kg,231.937 kr.,375 liter,183 cm,,
Mercedes,A180,"1,5 CDi Urban 5d",4.6,90.000 kr.,10/2014,181.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,109 hk/260 nm,Manuel,1.200 kg,-,-,178 cm,,
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,106.000 kr.,4/2018,169.800 km,Plug-in hybrid Benzin,"(NEDC) 42,1 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.581 kr.,324 liter,180 cm,435 cm,153 cm
Citroën,C3,"1,6 BlueHDi 100 Seduction Upgrade 5d",4.1,44.900 kr.,12/2015,179.900 km,Diesel,"(NEDC) 33,3 km/l",240 kr. / år,100 hk/254 nm,Manuel,1.150 kg,149.000 kr.,-,173 cm,,
Peugeot,208,"1,5 BlueHDi 100 Allure Sky 5d",4.2,104.900 kr.,6/2020,123.000 km,Diesel,"(NEDC) 34,4 km/l",1.400 kr. / år,100 hk/250 nm,Manuel,1.200 kg,185.909 kr.,309 liter,175 cm,406 cm,143 cm
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,134.900 kr.,8/2016,250.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.900 kg,515.293 kr.,-,183 cm,,
Citroën,C4 Picasso,"1,6 e-HDi 115 Seduction 5d",4.0,68.900 kr.,11/2013,188.900 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,115 hk/270 nm,Manuel,1.600 kg,304.989 kr.,-,183 cm,,
Kia,Ceed,"1,6 PHEV Upgrade+ SW DCT 5d",·,159.800 kr.,11/2020,95.010 km,Plug-in hybrid Benzin,"(NEDC) 47,1 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,346.713 kr.,437 liter,180 cm,461 cm,147 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,189.900 kr.,1/2017,76.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
VW,Golf VII,"1,4 GTE DSG 5d",·,174.900 kr.,10/2017,91.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,307.688 kr.,-,180 cm,427 cm,145 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,199.900 kr.,1/2018,70.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Peugeot,508,"1,6 BlueHDi 120 Active Sky SW 5d",4.4,109.900 kr.,5/2017,124.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.375 kg,-,-,185 cm,,
Peugeot,3008,"1,6 Hybrid Allure LTD EAT8 5d",4.4,189.900 kr.,10/2020,62.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,325.911 kr.,395 liter,184 cm,445 cm,162 cm
Ford,Focus,"1,0 EcoBoost mHEV Titanium 5d",4.3,189.900 kr.,12/2020,20.000 km,Benzin,"(NEDC) 26,8 km/l",1.260 kr. / år,125 hk/210 nm,Manuel,1.100 kg,234.888 kr.,375 liter,183 cm,,
